id_madrasah,kelas,rumpun_pai,rata_nilai,persen_tuntas,n_siswa
MDR00104,5,SKI,77.0,96.7,32
MDR00104,5,Quran-Hadis,81.7,100,34
MDR00104,5,Bahasa Arab,78.6,100,39
MDR00104,6,Akidah-Akhlak,79.7,99.5,41
MDR00104,6,Fikih,74.6,79.9,33
MDR00104,6,SKI,67.7,68.8,31
MDR00104,6,Quran-Hadis,79.3,93.0,41
MDR00104,6,Bahasa Arab,82.7,100,31
MDR00105,1,Akidah-Akhlak,81.5,100,43
MDR00105,1,Fikih,79.5,95.9,52
MDR00105,1,SKI,74.4,90.0,53
MDR00105,1,Quran-Hadis,80.3,96.4,48
MDR00105,1,Bahasa Arab,76.3,94.9,51
MDR00105,2,Akidah-Akhlak,77.9,99.2,44
MDR00105,2,Fikih,79.7,97.3,56
MDR00105,2,SKI,72.0,71.5,51
MDR00105,2,Quran-Hadis,81.1,100,55
MDR00105,2,Bahasa Arab,75.7,92.8,46
MDR00105,3,Akidah-Akhlak,79.6,94.2,57
MDR00105,3,Fikih,77.4,100,53
MDR00105,3,SKI,75.0,94.7,52
MDR00105,3,Quran-Hadis,78.3,88.3,46
MDR00105,3,Bahasa Arab,76.3,88.4,50
MDR00105,4,Akidah-Akhlak,75.7,87.5,51
MDR00105,4,Fikih,78.6,99.7,56
MDR00105,4,SKI,80.0,98.1,51
MDR00105,4,Quran-Hadis,75.9,91.1,55
MDR00105,4,Bahasa Arab,74.6,86.5,55
MDR00105,5,Akidah-Akhlak,84.5,100,54
MDR00105,5,Fikih,79.6,97.8,51
MDR00105,5,SKI,75.9,88.1,50
MDR00105,5,Quran-Hadis,78.9,98.6,46
MDR00105,5,Bahasa Arab,80.3,99.6,44
MDR00105,6,Akidah-Akhlak,77.6,84.8,44
MDR00105,6,Fikih,75.7,89.4,54
MDR00105,6,SKI,74.5,93.8,45
MDR00105,6,Quran-Hadis,81.5,100,53
MDR00105,6,Bahasa Arab,76.9,86.3,57
MDR00106,1,Akidah-Akhlak,72.9,80.0,13
MDR00106,1,Fikih,67.8,68.5,11
MDR00106,1,SKI,70.1,72.9,14
MDR00106,1,Quran-Hadis,73.2,75.2,11
MDR00106,1,Bahasa Arab,70.6,69.6,12
MDR00106,2,Akidah-Akhlak,71.4,85.2,11
MDR00106,2,Fikih,74.2,81.1,13
MDR00106,2,SKI,67.2,70.8,14
MDR00106,2,Quran-Hadis,76.7,92.5,14
MDR00106,2,Bahasa Arab,72.2,87.5,12
MDR00106,3,Akidah-Akhlak,74.6,91.1,13
MDR00106,3,Fikih,71.5,77.9,12
MDR00106,3,SKI,64.2,66.6,11
MDR00106,3,Quran-Hadis,69.3,75.8,11
MDR00106,3,Bahasa Arab,70.9,74.4,12
MDR00106,4,Akidah-Akhlak,72.6,73.5,11
MDR00106,4,Fikih,74.1,85.8,12
MDR00106,4,SKI,72.7,80.9,13
MDR00106,4,Quran-Hadis,75.8,81.0,11
MDR00106,4,Bahasa Arab,75.8,89.8,12
MDR00106,5,Akidah-Akhlak,79.1,98.7,13
MDR00106,5,Fikih,70.9,82.2,11
MDR00106,5,SKI,67.6,75.8,14
MDR00106,5,Quran-Hadis,69.9,72.3,14
MDR00106,5,Bahasa Arab,68.1,72.2,12
MDR00106,6,Akidah-Akhlak,72.5,89.8,13
MDR00106,6,Fikih,70.9,75.8,11
MDR00106,6,SKI,69.0,74.6,11
MDR00106,6,Quran-Hadis,72.2,72.6,12
MDR00106,6,Bahasa Arab,71.2,84.1,14
MDR00107,1,Akidah-Akhlak,76.0,92.0,11
MDR00107,1,Fikih,75.8,93.2,13
MDR00107,1,SKI,79.3,97.7,13
MDR00107,1,Quran-Hadis,76.3,95.6,11
MDR00107,1,Bahasa Arab,75.9,90.4,12
MDR00107,2,Akidah-Akhlak,75.0,87.3,13
MDR00107,2,Fikih,73.3,95.2,12
MDR00107,2,SKI,73.2,78.3,13
MDR00107,2,Quran-Hadis,77.8,100,10
MDR00107,2,Bahasa Arab,77.2,92.4,12
MDR00107,3,Akidah-Akhlak,74.5,88.8,12
MDR00107,3,Fikih,77.2,90.5,10
MDR00107,3,SKI,73.6,83.5,11
MDR00107,3,Quran-Hadis,78.1,92.3,13
MDR00107,3,Bahasa Arab,74.4,84.3,13
MDR00107,4,Akidah-Akhlak,79.0,100,13
MDR00107,4,Fikih,78.0,100,10
MDR00107,4,SKI,83.1,100,13
MDR00107,4,Quran-Hadis,77.4,99.0,11
MDR00107,4,Bahasa Arab,71.6,77.3,13
MDR00107,5,Akidah-Akhlak,81.9,100,10
MDR00107,5,Fikih,78.3,92.4,13
MDR00107,5,SKI,74.4,84.3,10
MDR00107,5,Quran-Hadis,74.9,88.6,12
MDR00107,5,Bahasa Arab,78.9,93.8,13
MDR00107,6,Akidah-Akhlak,78.4,100,10
MDR00107,6,Fikih,78.4,100,10
MDR00107,6,SKI,73.1,91.1,13
MDR00107,6,Quran-Hadis,82.0,100,11
MDR00107,6,Bahasa Arab,70.7,68.3,13
MDR00108,7,Akidah-Akhlak,60.8,51.5,91
MDR00108,7,Fikih,57.6,47.3,113
MDR00108,7,SKI,57.4,41.5,103
MDR00108,7,Quran-Hadis,66.4,61.0,94
MDR00108,7,Bahasa Arab,61.9,55.6,115
MDR00108,8,Akidah-Akhlak,64.1,60.0,95
MDR00108,8,Fikih,62.0,54.1,103
MDR00108,8,SKI,60.0,57.0,117
MDR00108,8,Quran-Hadis,66.9,65.0,96
MDR00108,8,Bahasa Arab,57.7,47.0,102
MDR00108,9,Akidah-Akhlak,60.6,54.6,96
MDR00108,9,Fikih,65.6,62.5,106
MDR00108,9,SKI,61.7,57.4,90
MDR00108,9,Quran-Hadis,63.1,51.6,118
MDR00108,9,Bahasa Arab,62.5,56.4,91
MDR00109,1,Akidah-Akhlak,72.7,91.9,45
MDR00109,1,Fikih,68.1,66.4,42
MDR00109,1,SKI,66.0,70.5,52
MDR00109,1,Quran-Hadis,70.0,76.6,49
MDR00109,1,Bahasa Arab,72.2,77.8,44
MDR00109,2,Akidah-Akhlak,70.3,63.9,47
MDR00109,2,Fikih,72.9,81.3,44
MDR00109,2,SKI,67.7,67.0,44
MDR00109,2,Quran-Hadis,65.1,58.3,41
MDR00109,2,Bahasa Arab,68.8,66.7,40
MDR00109,3,Akidah-Akhlak,72.8,79.4,39
MDR00109,3,Fikih,67.2,67.6,40
MDR00109,3,SKI,66.0,72.1,45
MDR00109,3,Quran-Hadis,70.8,75.5,42
MDR00109,3,Bahasa Arab,71.1,80.8,50
MDR00109,4,Akidah-Akhlak,70.5,75.1,46
MDR00109,4,Fikih,70.9,79.6,40
MDR00109,4,SKI,67.7,75.5,47
MDR00109,4,Quran-Hadis,69.3,71.1,47
MDR00109,4,Bahasa Arab,70.9,82.9,39
MDR00109,5,Akidah-Akhlak,65.4,72.2,50
MDR00109,5,Fikih,74.6,83.5,46
MDR00109,5,SKI,71.7,75.5,41
MDR00109,5,Quran-Hadis,72.1,79.8,43
MDR00109,5,Bahasa Arab,68.2,79.6,45
MDR00109,6,Akidah-Akhlak,73.1,81.1,51
MDR00109,6,Fikih,70.9,71.7,40
MDR00109,6,SKI,66.6,60.6,50
MDR00109,6,Quran-Hadis,67.8,67.6,44
MDR00109,6,Bahasa Arab,67.4,68.2,44
MDR00110,10,Akidah-Akhlak,67.7,67.8,52
MDR00110,10,Fikih,74.0,78.0,53
MDR00110,10,SKI,66.9,66.2,57
MDR00110,10,Quran-Hadis,73.3,91.7,56
MDR00110,10,Bahasa Arab,72.7,79.0,65
MDR00110,11,Akidah-Akhlak,76.4,92.4,69
MDR00110,11,Fikih,66.2,73.8,64
MDR00110,11,SKI,71.4,83.5,64
MDR00110,11,Quran-Hadis,68.7,81.9,66
MDR00110,11,Bahasa Arab,70.0,68.9,64
MDR00110,12,Akidah-Akhlak,69.8,81.9,66
MDR00110,12,Fikih,72.9,88.3,57
MDR00110,12,SKI,69.1,69.1,56
MDR00110,12,Quran-Hadis,70.7,72.3,54
MDR00110,12,Bahasa Arab,66.0,59.8,51
MDR00111,1,Akidah-Akhlak,75.4,82.7,38
MDR00111,1,Fikih,66.9,60.4,38
MDR00111,1,SKI,64.1,59.0,44
MDR00111,1,Quran-Hadis,71.3,82.6,42
MDR00111,1,Bahasa Arab,70.4,69.9,34
MDR00111,2,Akidah-Akhlak,72.1,76.0,36
MDR00111,2,Fikih,68.1,75.5,41
MDR00111,2,SKI,65.8,61.6,42
MDR00111,2,Quran-Hadis,64.3,59.1,39
MDR00111,2,Bahasa Arab,70.8,72.7,39
MDR00111,3,Akidah-Akhlak,67.4,69.0,39
MDR00111,3,Fikih,71.5,75.7,39
MDR00111,3,SKI,67.1,64.7,44
MDR00111,3,Quran-Hadis,67.5,77.4,43
MDR00111,3,Bahasa Arab,67.5,65.7,37
MDR00111,4,Akidah-Akhlak,69.9,73.0,37
MDR00111,4,Fikih,69.6,67.5,38
MDR00111,4,SKI,65.4,52.0,38
MDR00111,4,Quran-Hadis,71.4,84.9,41
MDR00111,4,Bahasa Arab,72.5,84.3,36
MDR00111,5,Akidah-Akhlak,72.3,84.4,43
MDR00111,5,Fikih,72.5,95.3,42
MDR00111,5,SKI,65.2,62.7,44
MDR00111,5,Quran-Hadis,69.0,75.5,39
MDR00111,5,Bahasa Arab,66.7,65.8,43
MDR00111,6,Akidah-Akhlak,71.3,74.0,39
MDR00111,6,Fikih,68.3,59.0,34
MDR00111,6,SKI,64.0,63.1,40
MDR00111,6,Quran-Hadis,73.6,85.0,42
MDR00111,6,Bahasa Arab,64.7,60.0,42
MDR00112,1,Akidah-Akhlak,84.6,100,19
MDR00112,1,Fikih,79.8,95.3,18
MDR00112,1,SKI,84.9,100,17
MDR00112,1,Quran-Hadis,87.7,100,17
MDR00112,1,Bahasa Arab,83.0,100,16
MDR00112,2,Akidah-Akhlak,84.3,100,17
MDR00112,2,Fikih,85.1,100,19
MDR00112,2,SKI,85.6,100,19
MDR00112,2,Quran-Hadis,85.1,100,15
MDR00112,2,Bahasa Arab,84.2,100,18
MDR00112,3,Akidah-Akhlak,76.6,85.4,19
MDR00112,3,Fikih,85.9,100,16
MDR00112,3,SKI,83.5,100,16
MDR00112,3,Quran-Hadis,82.3,100,17
MDR00112,3,Bahasa Arab,80.5,100,18
MDR00112,4,Akidah-Akhlak,84.4,100,19
MDR00112,4,Fikih,88.6,100,19
MDR00112,4,SKI,76.3,93.8,19
MDR00112,4,Quran-Hadis,89.1,100,18
MDR00112,4,Bahasa Arab,80.5,100,16
MDR00112,5,Akidah-Akhlak,87.5,100,16
MDR00112,5,Fikih,80.5,100,16
MDR00112,5,SKI,82.3,100,18
MDR00112,5,Quran-Hadis,89.5,100,19
MDR00112,5,Bahasa Arab,80.5,100,16
MDR00112,6,Akidah-Akhlak,82.7,100,17
MDR00112,6,Fikih,81.3,97.7,17
MDR00112,6,SKI,82.6,100,20
MDR00112,6,Quran-Hadis,80.5,100,19
MDR00112,6,Bahasa Arab,86.3,100,17
MDR00113,7,Akidah-Akhlak,81.9,100,144
MDR00113,7,Fikih,81.4,100,131
MDR00113,7,SKI,84.2,100,150
MDR00113,7,Quran-Hadis,77.2,85.8,167
MDR00113,7,Bahasa Arab,77.8,94.9,156
MDR00113,8,Akidah-Akhlak,82.2,100,133
MDR00113,8,Fikih,82.3,100,142
MDR00113,8,SKI,72.1,82.6,144
MDR00113,8,Quran-Hadis,83.6,100,148
MDR00113,8,Bahasa Arab,71.5,70.6,136
MDR00113,9,Akidah-Akhlak,75.1,86.5,133
MDR00113,9,Fikih,82.0,100,144
MDR00113,9,SKI,79.4,100,135
MDR00113,9,Quran-Hadis,76.5,100,165
MDR00113,9,Bahasa Arab,77.8,93.7,173
MDR00114,7,Akidah-Akhlak,73.3,87.0,41
MDR00114,7,Fikih,76.1,89.7,31
MDR00114,7,SKI,67.1,72.2,37
MDR00114,7,Quran-Hadis,77.1,88.8,40
MDR00114,7,Bahasa Arab,70.5,75.1,31
MDR00114,8,Akidah-Akhlak,68.6,67.0,38
MDR00114,8,Fikih,74.8,88.0,31
MDR00114,8,SKI,73.0,80.6,36
MDR00114,8,Quran-Hadis,71.4,81.3,41
MDR00114,8,Bahasa Arab,73.9,82.0,34
MDR00114,9,Akidah-Akhlak,66.7,71.7,37
MDR00114,9,Fikih,71.5,81.1,37
MDR00114,9,SKI,71.1,76.1,40
MDR00114,9,Quran-Hadis,77.1,95.0,35
MDR00114,9,Bahasa Arab,65.3,68.3,37
MDR00115,1,Akidah-Akhlak,73.6,93.1,19
MDR00115,1,Fikih,74.4,95.9,16
MDR00115,1,SKI,73.7,78.4,16
MDR00115,1,Quran-Hadis,71.8,82.9,16
MDR00115,1,Bahasa Arab,71.0,79.2,17
MDR00115,2,Akidah-Akhlak,70.7,73.2,17
MDR00115,2,Fikih,63.4,64.4,15
MDR00115,2,SKI,72.8,90.2,18
MDR00115,2,Quran-Hadis,71.4,75.4,20
MDR00115,2,Bahasa Arab,72.8,82.7,17
MDR00115,3,Akidah-Akhlak,72.0,81.1,19
MDR00115,3,Fikih,68.0,80.7,19
MDR00115,3,SKI,68.9,71.9,19
MDR00115,3,Quran-Hadis,71.7,82.3,20
MDR00115,3,Bahasa Arab,68.9,72.5,16
MDR00115,4,Akidah-Akhlak,79.2,100,19
MDR00115,4,Fikih,71.1,83.2,17
MDR00115,4,SKI,69.8,72.6,17
MDR00115,4,Quran-Hadis,70.2,68.6,18
MDR00115,4,Bahasa Arab,67.7,64.0,15
MDR00115,5,Akidah-Akhlak,78.8,91.8,16
MDR00115,5,Fikih,72.7,92.8,16
MDR00115,5,SKI,72.5,81.7,17
MDR00115,5,Quran-Hadis,71.6,80.5,17
MDR00115,5,Bahasa Arab,66.0,70.4,16
MDR00115,6,Akidah-Akhlak,71.7,75.0,18
MDR00115,6,Fikih,67.9,66.5,20
MDR00115,6,SKI,67.8,67.8,19
MDR00115,6,Quran-Hadis,67.5,72.3,15
MDR00115,6,Bahasa Arab,68.9,80.3,16
MDR00116,10,Akidah-Akhlak,87.1,100,108
MDR00116,10,Fikih,84.4,100,121
MDR00116,10,SKI,84.0,100,120
MDR00116,10,Quran-Hadis,85.3,100,113
MDR00116,10,Bahasa Arab,82.8,100,108
MDR00116,11,Akidah-Akhlak,91.8,100,116
MDR00116,11,Fikih,88.7,100,112
MDR00116,11,SKI,80.3,100,127
MDR00116,11,Quran-Hadis,84.9,100,99
MDR00116,11,Bahasa Arab,81.8,100,117
MDR00116,12,Akidah-Akhlak,85.5,100,126
MDR00116,12,Fikih,91.3,100,99
MDR00116,12,SKI,82.8,100,116
MDR00116,12,Quran-Hadis,83.1,100,126
MDR00116,12,Bahasa Arab,84.3,100,105
MDR00117,1,Akidah-Akhlak,78.9,94.9,44
MDR00117,1,Fikih,72.3,80.1,36
MDR00117,1,SKI,77.0,84.5,48
MDR00117,1,Quran-Hadis,69.2,69.3,41
MDR00117,1,Bahasa Arab,76.5,95.5,47
MDR00117,2,Akidah-Akhlak,75.4,83.6,47
MDR00117,2,Fikih,72.9,82.6,38
MDR00117,2,SKI,73.9,80.6,38
MDR00117,2,Quran-Hadis,78.4,93.7,42
MDR00117,2,Bahasa Arab,71.0,81.1,45
MDR00117,3,Akidah-Akhlak,77.5,96.7,42
MDR00117,3,Fikih,76.7,86.8,42
MDR00117,3,SKI,73.7,88.1,46
MDR00117,3,Quran-Hadis,82.2,100,47
MDR00117,3,Bahasa Arab,73.3,81.9,41
MDR00117,4,Akidah-Akhlak,74.7,91.8,37
MDR00117,4,Fikih,75.6,88.1,46
MDR00117,4,SKI,70.9,72.0,44
MDR00117,4,Quran-Hadis,78.3,100,44
MDR00117,4,Bahasa Arab,72.5,90.7,46
MDR00117,5,Akidah-Akhlak,77.3,92.8,40
MDR00117,5,Fikih,75.8,89.5,37
MDR00117,5,SKI,71.4,71.4,46
MDR00117,5,Quran-Hadis,73.1,88.2,39
MDR00117,5,Bahasa Arab,72.5,74.8,39
MDR00117,6,Akidah-Akhlak,73.2,81.8,37
MDR00117,6,Fikih,75.0,91.5,39
MDR00117,6,SKI,74.6,86.8,42
MDR00117,6,Quran-Hadis,75.1,94.5,45
MDR00117,6,Bahasa Arab,76.1,82.6,43
MDR00118,7,Akidah-Akhlak,64.6,47.0,79
MDR00118,7,Fikih,67.1,68.8,69
MDR00118,7,SKI,63.9,61.4,78
MDR00118,7,Quran-Hadis,67.2,67.1,84
MDR00118,7,Bahasa Arab,67.4,74.5,73
MDR00118,8,Akidah-Akhlak,72.1,75.1,83
MDR00118,8,Fikih,65.7,68.5,81
MDR00118,8,SKI,68.0,72.1,75
MDR00118,8,Quran-Hadis,69.3,68.4,77
MDR00118,8,Bahasa Arab,65.9,58.2,79
MDR00118,9,Akidah-Akhlak,68.5,64.2,89
MDR00118,9,Fikih,62.9,60.4,74
MDR00118,9,SKI,68.3,65.8,69
MDR00118,9,Quran-Hadis,71.0,75.9,89
MDR00118,9,Bahasa Arab,69.4,76.7,83
MDR00119,1,Akidah-Akhlak,77.0,91.3,21
MDR00119,1,Fikih,82.9,100,23
MDR00119,1,SKI,71.2,80.7,21
MDR00119,1,Quran-Hadis,78.3,95.1,21
MDR00119,1,Bahasa Arab,76.6,91.5,23
MDR00119,2,Akidah-Akhlak,71.7,82.3,21
MDR00119,2,Fikih,81.6,100,22
MDR00119,2,SKI,75.8,85.7,26
MDR00119,2,Quran-Hadis,77.0,91.3,24
MDR00119,2,Bahasa Arab,79.6,100,20
MDR00119,3,Akidah-Akhlak,80.0,99.2,23
MDR00119,3,Fikih,75.6,84.0,22
MDR00119,3,SKI,78.2,100,20
MDR00119,3,Quran-Hadis,78.2,90.7,24
MDR00119,3,Bahasa Arab,76.1,86.9,21
MDR00119,4,Akidah-Akhlak,75.4,84.1,25
MDR00119,4,Fikih,83.5,100,23
MDR00119,4,SKI,69.8,75.3,23
MDR00119,4,Quran-Hadis,80.1,93.1,26
MDR00119,4,Bahasa Arab,83.3,100,23
MDR00119,5,Akidah-Akhlak,80.6,100,21
MDR00119,5,Fikih,77.5,99.3,25
MDR00119,5,SKI,78.4,89.4,24
MDR00119,5,Quran-Hadis,75.7,85.5,25
MDR00119,5,Bahasa Arab,75.2,77.2,22
MDR00119,6,Akidah-Akhlak,82.1,100,25
MDR00119,6,Fikih,76.7,93.3,22
MDR00119,6,SKI,79.9,92.5,25
MDR00119,6,Quran-Hadis,79.1,100,23
MDR00119,6,Bahasa Arab,77.4,82.5,23
MDR00120,1,Akidah-Akhlak,64.3,54.4,17
MDR00120,1,Fikih,60.9,55.4,19
MDR00120,1,SKI,61.0,58.4,19
MDR00120,1,Quran-Hadis,63.0,59.9,17
MDR00120,1,Bahasa Arab,64.2,55.7,15
MDR00120,2,Akidah-Akhlak,65.0,67.1,17
MDR00120,2,Fikih,61.6,56.1,20
MDR00120,2,SKI,61.1,49.3,16
MDR00120,2,Quran-Hadis,65.1,60.3,17
MDR00120,2,Bahasa Arab,60.8,55.0,19
MDR00120,3,Akidah-Akhlak,62.3,54.6,16
MDR00120,3,Fikih,63.4,63.0,17
MDR00120,3,SKI,60.0,54.1,19
MDR00120,3,Quran-Hadis,66.1,65.2,17
MDR00120,3,Bahasa Arab,58.1,49.4,15
MDR00120,4,Akidah-Akhlak,62.5,52.0,15
MDR00120,4,Fikih,66.0,65.6,15
MDR00120,4,SKI,64.8,64.5,18
MDR00120,4,Quran-Hadis,61.6,48.4,20
MDR00120,4,Bahasa Arab,62.6,57.0,16
MDR00120,5,Akidah-Akhlak,66.1,67.0,17
MDR00120,5,Fikih,66.2,63.1,19
MDR00120,5,SKI,61.4,57.2,17
MDR00120,5,Quran-Hadis,68.2,67.4,18
MDR00120,5,Bahasa Arab,62.0,44.0,17
MDR00120,6,Akidah-Akhlak,63.8,77.2,19
MDR00120,6,Fikih,65.6,65.4,18
MDR00120,6,SKI,60.0,52.5,17
MDR00120,6,Quran-Hadis,66.7,69.1,19
MDR00120,6,Bahasa Arab,66.3,75.8,18
MDR00121,7,Akidah-Akhlak,61.8,60.7,114
MDR00121,7,Fikih,62.2,58.9,112
MDR00121,7,SKI,58.6,48.5,126
MDR00121,7,Quran-Hadis,59.8,43.9,123
MDR00121,7,Bahasa Arab,59.9,51.8,128
MDR00121,8,Akidah-Akhlak,57.9,40.3,110
MDR00121,8,Fikih,61.1,41.2,132
MDR00121,8,SKI,61.9,53.7,128
MDR00121,8,Quran-Hadis,64.7,53.0,123
MDR00121,8,Bahasa Arab,59.2,52.1,111
MDR00121,9,Akidah-Akhlak,62.6,49.0,116
MDR00121,9,Fikih,59.4,43.9,136
MDR00121,9,SKI,61.0,57.8,122
MDR00121,9,Quran-Hadis,60.8,55.8,121
MDR00121,9,Bahasa Arab,61.8,43.7,137
MDR00122,1,Akidah-Akhlak,85.4,100,5
MDR00122,1,Fikih,80.5,100,5
MDR00122,1,SKI,75.6,82.9,5
MDR00122,1,Quran-Hadis,80.1,100.0,5
MDR00122,1,Bahasa Arab,77.5,100,5
MDR00122,2,Akidah-Akhlak,85.4,100,5
MDR00122,2,Fikih,79.7,100,5
MDR00122,2,SKI,81.3,100,5
MDR00122,2,Quran-Hadis,80.7,93.1,5
MDR00122,2,Bahasa Arab,73.9,89.0,5
MDR00122,3,Akidah-Akhlak,79.5,100,5
MDR00122,3,Fikih,85.1,100,5
MDR00122,3,SKI,78.2,94.7,5
MDR00122,3,Quran-Hadis,77.6,92.8,5
MDR00122,3,Bahasa Arab,80.8,97.1,5
MDR00122,4,Akidah-Akhlak,78.6,94.0,5
MDR00122,4,Fikih,84.8,100,5
MDR00122,4,SKI,80.4,100,5
MDR00122,4,Quran-Hadis,81.7,100,5
MDR00122,4,Bahasa Arab,82.6,95.3,5
MDR00122,5,Akidah-Akhlak,85.1,100,5
MDR00122,5,Fikih,78.2,100,5
MDR00122,5,SKI,80.3,96.7,5
MDR00122,5,Quran-Hadis,81.8,100,5
MDR00122,5,Bahasa Arab,76.3,89.2,5
MDR00122,6,Akidah-Akhlak,80.7,97.7,5
MDR00122,6,Fikih,85.2,100,5
MDR00122,6,SKI,82.1,100,5
MDR00122,6,Quran-Hadis,82.6,100,5
MDR00122,6,Bahasa Arab,80.3,100,5
MDR00123,1,Akidah-Akhlak,79.5,92.0,35
MDR00123,1,Fikih,80.3,100,41
MDR00123,1,SKI,75.8,92.3,40
MDR00123,1,Quran-Hadis,78.5,100,32
MDR00123,1,Bahasa Arab,74.6,86.3,38
MDR00123,2,Akidah-Akhlak,81.9,100,41
MDR00123,2,Fikih,79.7,98.6,33
MDR00123,2,SKI,79.7,100,38
MDR00123,2,Quran-Hadis,75.7,95.6,34
MDR00123,2,Bahasa Arab,77.4,88.3,41
MDR00123,3,Akidah-Akhlak,77.8,94.1,34
MDR00123,3,Fikih,80.5,100,37
MDR00123,3,SKI,78.9,93.4,41
MDR00123,3,Quran-Hadis,79.5,97.2,36
MDR00123,3,Bahasa Arab,78.3,92.6,32
MDR00123,4,Akidah-Akhlak,77.4,99.0,31
MDR00123,4,Fikih,80.8,94.7,32
MDR00123,4,SKI,76.0,100,35
MDR00123,4,Quran-Hadis,73.5,92.6,41
MDR00123,4,Bahasa Arab,75.8,92.9,34
MDR00123,5,Akidah-Akhlak,82.5,100,32
MDR00123,5,Fikih,72.7,84.8,37
MDR00123,5,SKI,73.7,84.3,32
MDR00123,5,Quran-Hadis,78.8,100,34
MDR00123,5,Bahasa Arab,82.5,100,38
MDR00123,6,Akidah-Akhlak,80.7,98.4,32
MDR00123,6,Fikih,75.2,91.9,32
MDR00123,6,SKI,73.0,79.3,39
MDR00123,6,Quran-Hadis,78.4,93.6,38
MDR00123,6,Bahasa Arab,73.9,97.5,36
MDR00124,1,Akidah-Akhlak,67.5,79.6,42
MDR00124,1,Fikih,65.6,65.4,37
MDR00124,1,SKI,62.7,57.2,41
MDR00124,1,Quran-Hadis,68.1,63.6,41
MDR00124,1,Bahasa Arab,66.3,57.3,40
MDR00124,2,Akidah-Akhlak,67.8,68.3,40
MDR00124,2,Fikih,65.3,64.1,39
MDR00124,2,SKI,66.2,61.8,39
MDR00124,2,Quran-Hadis,69.2,74.5,34
MDR00124,2,Bahasa Arab,61.7,61.5,42
MDR00124,3,Akidah-Akhlak,74.8,85.5,39
MDR00124,3,Fikih,67.7,70.6,38
MDR00124,3,SKI,66.5,68.2,32
MDR00124,3,Quran-Hadis,68.2,66.4,39
MDR00124,3,Bahasa Arab,64.4,63.7,33
MDR00124,4,Akidah-Akhlak,69.0,77.2,33
MDR00124,4,Fikih,68.8,78.4,41
MDR00124,4,SKI,66.7,64.9,32
MDR00124,4,Quran-Hadis,64.2,65.5,35
MDR00124,4,Bahasa Arab,72.3,79.8,37
MDR00124,5,Akidah-Akhlak,69.5,77.5,38
MDR00124,5,Fikih,65.2,60.0,38
MDR00124,5,SKI,60.1,43.9,42
MDR00124,5,Quran-Hadis,68.3,69.9,36
MDR00124,5,Bahasa Arab,65.1,54.8,38
MDR00124,6,Akidah-Akhlak,69.4,69.1,42
MDR00124,6,Fikih,69.8,77.2,42
MDR00124,6,SKI,66.3,63.6,38
MDR00124,6,Quran-Hadis,62.6,52.6,37
MDR00124,6,Bahasa Arab,66.4,67.2,32
MDR00125,7,Akidah-Akhlak,75.9,92.8,93
MDR00125,7,Fikih,76.2,91.8,90
MDR00125,7,SKI,71.9,76.9,87
MDR00125,7,Quran-Hadis,78.0,100,85
MDR00125,7,Bahasa Arab,72.4,74.5,83
MDR00125,8,Akidah-Akhlak,74.6,92.9,90
MDR00125,8,Fikih,74.0,76.6,92
MDR00125,8,SKI,70.7,77.2,78
MDR00125,8,Quran-Hadis,74.4,82.7,72
MDR00125,8,Bahasa Arab,70.3,74.4,72
MDR00125,9,Akidah-Akhlak,69.7,66.7,89
MDR00125,9,Fikih,74.9,84.3,81
MDR00125,9,SKI,73.0,82.7,77
MDR00125,9,Quran-Hadis,75.7,93.0,71
MDR00125,9,Bahasa Arab,73.6,83.5,90
MDR00126,1,Akidah-Akhlak,80.4,100,42
MDR00126,1,Fikih,83.4,100,41
MDR00126,1,SKI,82.7,100,41
MDR00126,1,Quran-Hadis,84.8,100,45
MDR00126,1,Bahasa Arab,81.4,100,39
MDR00126,2,Akidah-Akhlak,86.1,100,37
MDR00126,2,Fikih,76.7,92.8,35
MDR00126,2,SKI,79.3,97.9,41
MDR00126,2,Quran-Hadis,82.9,100,45
MDR00126,2,Bahasa Arab,86.0,100,35
MDR00126,3,Akidah-Akhlak,75.9,91.9,39
MDR00126,3,Fikih,83.3,100,37
MDR00126,3,SKI,75.9,85.8,43
MDR00126,3,Quran-Hadis,81.2,100,39
MDR00126,3,Bahasa Arab,82.5,100,35
MDR00126,4,Akidah-Akhlak,80.2,92.3,39
MDR00126,4,Fikih,79.4,96.3,40
MDR00126,4,SKI,79.6,92.8,39
MDR00126,4,Quran-Hadis,84.1,100,44
MDR00126,4,Bahasa Arab,81.0,100,38
MDR00126,5,Akidah-Akhlak,80.8,100,36
MDR00126,5,Fikih,79.3,100,36
MDR00126,5,SKI,83.8,100,45
MDR00126,5,Quran-Hadis,78.8,93.5,39
MDR00126,5,Bahasa Arab,76.9,90.5,43
MDR00126,6,Akidah-Akhlak,86.2,100,36
MDR00126,6,Fikih,78.8,93.2,45
MDR00126,6,SKI,77.3,95.3,44
MDR00126,6,Quran-Hadis,82.4,100,35
MDR00126,6,Bahasa Arab,81.5,100,40
MDR00127,1,Akidah-Akhlak,74.7,93.1,33
MDR00127,1,Fikih,79.4,100,28
MDR00127,1,SKI,71.2,79.7,33
MDR00127,1,Quran-Hadis,72.4,72.5,34
MDR00127,1,Bahasa Arab,76.3,88.3,30
MDR00127,2,Akidah-Akhlak,80.3,98.8,33
MDR00127,2,Fikih,75.0,86.9,29
